score,MolW,cLogP,RotB
-54.85,375.392,2.0188,5
-47.9401,223.32,0.2118,1
-51.6501,322.153,1.8013,2
-57.7201,387.875,1.7668,5
-56.6002,359.43,0.3972,5
-52.1502,356.419,1.18772,6
-45.03,306.435,0.9255,1
-65.7199,409.396,3.1185,7
-67.6698,437.381,4.1305,4
-47.57,249.329,2.7806,2
-58.9601,358.394,3.7785,5
-54.5299,370.478,2.4085,4
-43.43,333.848,3.3182,5
-47.4,340.373,0.8064,5
-54.4801,349.431,1.8003,7
-46.6499,277.389,3.0254,3
-53.02,352.548,1.8227,3
-50.8901,311.441,4.2313,8
-42.89,308.426,1.3127,4
-65.9099,344.499,2.8263,6
-55.7699,283.339,0.29328,5
-58.2799,330.432,2.4401,6
-61.9701,320.433,2.6113,6
-69.4002,407.558,4.76152,7
-59.4299,355.438,1.8349,5
-66.5802,487.56,3.5569,6
-56.03,353.488,2.3151,6
-49.7501,331.376,1.528,7
-55.7199,350.89,3.9962,3
-48.7901,344.184,1.63692,3
-63.54,357.454,3.0713,8
-73.5801,393.451,0.0269,5
-42.6601,330.45,1.4744,4
-56.2699,346.496,3.81362,7
-47.74,222.336,2.1241,6
-73.0398,391.519,4.13138,5
-54.7999,390.491,2.75552,3
-41.11,291.395,2.1031,3
-57.29,347.374,4.29298,4
-58.7901,340.508,2.7186,8
-49.1699,316.39,1.6848,2
-57.4401,353.419,1.1792,8
-54.5199,435.88,4.77282,6
-50.5001,339.419,0.38022,6
-50.7699,332.429,1.17234,5
-53.9599,344.827,4.1119,4
-45.7101,270.354,0.2992,3
-54.8899,353.419,0.7415,7
-40.3,233.293,0.31542,5
-40.6201,267.72,0.82992,2
-63.0401,362.518,1.5407,6
-48.0699,263.385,2.0581,5
-62.03,342.399,1.46012,3
-62.4899,372.476,3.35888,4
-41.35,215.293,1.3489,3
-65.5001,343.515,4.02752,6
-40.4199,309.435,2.2644,2
-58.3201,336.395,1.04378,5
-61.7001,303.402,4.11762,4
-52.48,348.468,1.8072,3
-53.64,310.388,3.70932,5
-63.1599,344.434,3.8737,4
-39.24,242.363,2.3344,2
-63.6299,375.435,4.1117,8
-56.8699,348.122,2.8712,4
-59.0399,388.876,4.3235,3
-57.8399,329.403,3.85234,3
-42.7199,327.406,1.1889,2
-48.2201,353.875,3.74742,3
-56.7701,354.463,1.5406,8
-53.1001,355.32,4.4577,7
-47.9701,350.846,3.5443,3
-67.0198,478.412,3.7199,8
-57.6698,420.619,4.3476,5
-62.0099,411.296,4.7358,7
-54.0601,274.311,3.3642,7
-62.1499,393.528,3.02582,8
-50.27,347.418,3.4533,2
-61.6702,324.38,3.22232,6
-53.58,357.567,4.97934,7
-41.6799,286.379,1.54988,5
-34.8399,192.287,2.34192,1
-48.1101,353.304,1.0044,3
-57.5599,374.456,2.2,5
-50.8701,314.374,1.8784,4
-68.1,398.551,3.687,9
-49.6501,336.369,0.293,1
-46.6999,361.446,1.40032,3
-55.91,328.378,3.9179,4
-46.54,292.364,1.0659,4
-59.8201,351.519,3.576,5
-55.8099,369.852,3.14422,3
-49.61,317.307,3.74292,4
-56.9302,374.437,3.0441,8
-60.5902,395.345,1.8595,4
-49.89,394.512,4.2359,4
-37.0901,235.334,0.4755,5
-60.4799,409.486,4.1448,4
-43.68,223.297,3.41892,3
-51.4901,316.43,2.5636,2
-37.84,260.253,0.4763,2
-57.2998,337.294,4.5635,4
-64.41,355.438,2.27718,6
-58.3002,362.446,0.7165,5
-50.75,331.459,4.93152,1
-45.1602,350.22,1.6207,3
-56.9301,430.408,2.3533,4
-55.77,352.87,1.5136,5
-54.2299,395.322,4.8552,4
-47.4101,306.435,3.04262,5
-42.61,344.437,1.6377,8
-57.4802,416.312,3.78352,7
-50.5299,271.364,3.13788,4
-50.4299,314.389,2.25402,3
-48.0599,305.647,3.5408,3
-58.9202,444.513,3.3833,4
-60.2901,353.506,4.9397,9
-57.0898,392.883,2.7595,6
-65.0402,459.262,3.8249,7
-65.54,346.833,3.96102,5
-51.38,283.412,3.21,7
-60.2499,357.475,4.2929,4
-55.0699,357.462,0.5253,5
-56.2702,358.891,2.5293,8
-75.7701,377.488,4.27978,6
-61.9599,336.435,4.21224,6
-47.21,313.463,2.3625,3
-54.1399,317.78,1.8987,4
-57.5699,319.792,2.5111,5
-50.87,281.406,2.43244,4
-45.52,292.423,2.22608,6
-52.45,398.257,2.0191,6
-49.9799,340.423,2.3321,2
-64.6398,334.412,3.2494,8
-55.07,309.278,2.7524,4
-49.46,359.492,0.456,5
-53.6399,339.863,3.1784,6
-60.8801,321.425,1.5951,4
-46.68,278.396,2.9578,1
-49.8201,320.38,2.80434,3
-51.7001,339.779,1.71312,4
-51.16,276.306,1.6755,5
-62.1601,374.231,3.8628,4
-50.2499,334.685,4.00532,7
-51.5198,319.493,3.97634,7
-65.9298,387.483,4.2862,6
-52.7601,390.281,2.52028,3
-46.55,291.351,0.4817,4
-55.7499,341.354,2.2714,4
-43.8199,297.358,1.90824,1
-58.49,385.411,3.54166,5
-52.5802,352.525,2.91892,3
-56.6799,324.534,3.4761,7
-62.25,363.527,2.148,7
-55.6498,390.358,2.1449,5
-38.4101,174.219,0.0238,3
-76.0498,353.462,3.66672,8
-57.0199,324.384,1.5134,2
-62.4299,356.514,2.6883,6
-53.6001,354.472,1.80532,4
-60.13,361.445,3.66572,5
-70.1601,404.495,4.12202,6
-47.1099,362.178,0.85048,4
-52.9299,321.327,3.2496,4
-44.2699,338.828,1.1603,3
-50.0199,336.413,1.7681,5
-51.04,273.327,1.5213,2
-57.3499,405.52,2.9283,7
-52.7699,358.243,2.5206,3
-62.9299,391.455,3.5285,5
-50.7801,280.418,3.9711,3
-69.1202,449.577,0.3424,8
-58.1102,393.871,3.0361,4
-57.19,435.455,2.6017,3
-65.6799,355.478,3.8823,7
-46.9901,270.336,1.9264,4
-63.2101,381.835,3.6949,9
-54.1899,284.384,2.97558,5
-48.4899,382.262,1.2705,3
-51.9499,295.358,2.4254,2
-58.7901,338.411,3.4632,4
-49.6101,315.337,0.62632,4
-50.0699,339.676,1.6338,3
-63.2301,345.399,1.3465,9
-56.4099,320.389,2.688,4
-55.0499,341.367,2.2167,4
-74.0499,393.447,2.214,8
-40.3499,211.265,0.2264,3
-58.4001,331.412,2.5359,7
-57.2401,283.44,4.6871,3
-51.41,339.791,1.9142,4
-66.5299,331.387,4.3933,6
-57.7199,358.482,2.97964,5
-53.75,341.333,1.398,3
-55.36,361.53,3.1319,5
-55.68,344.48,3.59192,5
-53.03,250.411,4.1364,4
-55.05,358.438,1.7663,6
-51.7201,355.416,1.71442,3
-44.5201,322.474,2.6118,4
-50.3601,366.455,1.3572,3
-62.9901,321.424,3.6636,6
-36.89,263.282,1.20152,2
-51.8701,354.432,1.33468,9
-52.1601,351.443,1.9511,4
-44.1501,296.411,1.7088,3
-53.1701,323.872,3.27384,4
-60.2101,403.342,2.2158,8
-44.6298,380.716,3.5661,3
-52.94,324.437,2.0252,6
-51.7701,375.347,0.4886,6
-61.1,365.562,3.4876,7
-64.4102,475.949,2.28932,7
-76.43,390.487,3.3536,4
-49.2801,263.344,3.48432,1
-63.0601,365.477,2.9713,4
-50.5999,356.9,2.4768,3
-51.2301,274.408,3.3381,5
-40.3201,329.407,0.1206,3
-53.8799,397.523,1.5237,6
-58.2201,389.891,2.1529,4
-58.6298,323.318,2.0766,4
-65.5699,361.829,2.7652,6
-54.1901,308.447,2.1475,5
-45.5599,271.324,1.06632,1
-48.4501,341.157,1.8095,5
-57.6999,351.368,3.4299,5
-46.5199,248.366,3.66964,4
-65.9902,425.573,3.1392,9
-54.99,351.414,1.2377,5
-64.8702,432.615,2.62442,5
-51.4102,338.492,2.735,6
-49.6299,305.3,1.8702,3
-62.36,323.392,4.0781,4
-56.1199,351.45,2.85012,3
-51.8501,317.392,4.54258,1
-55.0001,356.463,2.817,8
-58.2698,331.378,3.9866,4
-50.7599,378.461,3.2914,3
-63.3,357.498,3.3696,5
-66.86,383.477,2.7799,7
-57.3599,362.482,0.1023,5
-51.2099,359.514,2.0141,4
-44.02,274.287,1.92028,1
-53.1199,391.624,3.61212,5
-64.4599,450.586,3.2873,8
-54.0602,332.414,2.1516,4
-46.4899,328.409,0.3241,7
-60.8299,359.43,3.3132,6
-69.15,344.455,4.3404,8
-59.1101,304.415,4.22612,5
-54.17,301.39,2.4518,3
-50.9499,333.431,0.6885,8
-57.6998,347.399,3.8157,2
-46.45,310.36,3.3457,4
-51.9201,348.403,2.02022,6
-51.9001,283.46,2.0942,6
-63.5202,390.365,3.7752,5
-61.9901,409.746,3.6576,3
-41.57,362.275,1.983,1
-57.5001,376.46,3.47232,6
-57.28,276.34,1.674,6
-53.1899,319.474,3.3839,1
-60.0302,348.903,2.4793,5
-46.4001,285.174,2.5567,1
-56.49,322.286,3.7791,4
-68.8701,440.853,4.34598,5
-58.5501,352.41,0.6983,9
-39.1999,348.403,0.0621,4
-68.0699,395.507,2.3579,6
-61.1901,392.297,3.5573,6
-37.6901,221.26,0.497,2
-39.9999,263.341,1.2896,2
-67.9602,400.449,2.2918,8
-55.1999,361.49,0.1316,5
-58.7302,385.533,4.6768,5
-53.51,354.472,1.26192,7
-54.51,301.43,4.7266,7
-53.3201,318.333,0.70442,4
-53.38,359.476,4.6268,3
-56.46,291.42,3.7228,3
-58.6301,314.426,1.1912,8
-49.8298,370.427,2.2158,4
-44.4899,292.32,0.849,4
-63.7401,357.454,2.4876,7
-51.2602,356.806,3.8541,6
-48.58,256.39,2.3675,7
-58.6399,350.503,2.6135,6
-59.1799,359.461,2.1631,6
-59.7499,372.371,2.3018,3
-43.9001,362.478,0.2053,4
-51.6602,349.84,0.6558,7
-59.9799,392.5,2.70832,4
-56.8798,369.448,1.97242,5
-64.22,352.431,2.12,9
-48.51,327.837,3.0262,7
-62.9999,356.413,2.7744,8
-63.3402,351.878,3.6629,6
-51.35,289.322,2.4274,5
-47.2599,289.395,2.0328,2
-50.71,265.325,2.2596,6
-57.6401,313.401,2.1876,5
-45.16,281.406,3.02698,3
-60.6798,389.883,4.8983,5
-48.0401,344.433,0.4801,10
-57.8399,389.452,0.877,5
-57.0299,337.445,2.3609,5
-41.5701,295.32,0.0327,2
-54.79,348.375,0.7929,8
-53.3099,408.48,1.4489,7
-62.38,398.467,1.553,6
-60.2101,359.401,4.13368,5
-59.7198,432.364,4.4885,5
-55.5701,355.446,0.77948,5
-40.5599,228.311,1.335,1
-67.8101,426.535,1.4945,7
-35.3798,352.431,2.728,2
-49.5098,374.224,1.7139,4
-46.05,265.259,2.2705,3
-56.7801,326.824,3.2757,5
-65.3201,391.422,2.006,5
-53.8901,357.158,2.0953,2
-57.9198,338.475,0.4493,6
-50.8201,263.389,0.2053,5
-49.32,324.218,3.6642,3
-40.6701,189.274,1.5813,3
-55.0401,357.454,3.69438,4
-61.1799,370.493,2.8786,5
-53.5499,324.421,1.0909,5
-48.2099,273.398,0.9204,2
-55.7499,333.8,3.64762,4
-54.7401,363.376,3.3258,7
-58.6601,359.382,2.3059,5
-54.1999,287.403,2.5002,3
-45.68,322.412,1.7763,1
-51.1602,347.362,2.7401,5
-58.5201,371.363,0.88008,1
-53.7601,431.375,1.1245,6
-57.5801,263.381,2.5467,8
-48.4198,393.411,3.0424,4
-53.0899,296.327,1.5732,5
-55.63,371.384,1.3762,5
-50.8599,323.458,2.764,2
-58.4902,405.34,4.54584,3
-59.2599,395.385,1.9617,5
-57.1601,345.462,2.1075,6
-52.83,346.383,1.22662,3
-52.8899,320.349,2.01632,5
-54.77,368.824,4.58412,4
-55.9799,370.272,2.4504,6
-47.3999,362.396,0.9625,6
-50.8501,238.331,0.8007,5
-54.94,379.441,3.9899,1
-59.6701,376.453,1.96332,7
-58.47,304.365,1.9442,4
-61.47,358.438,3.7647,2
-44.3399,262.309,1.7514,2
-51.5699,344.419,1.31154,5
-63.5,357.928,4.2635,7
-66.6901,424.526,3.2396,7
-56.2099,313.463,4.3975,6
-69.8798,391.859,1.7461,6
-57.47,355.398,1.8968,5
-48.09,350.871,3.19542,1
-58.1301,353.51,4.09076,4
-46.3199,256.309,0.9944,2
-44.54,356.423,0.8542,3
-64.55,329.774,3.6974,8
-43.38,300.424,0.4433,4
-64.0499,363.505,3.90398,8
-51.54,343.387,2.4421,4
-48.34,330.392,1.99182,4
-55.1198,358.482,4.02932,4
-57.0202,358.446,1.01218,5
-53.26,346.391,0.126,5
-62.56,399.451,0.4738,5
-54.4,347.415,0.6387,4
-55.4801,329.421,3.8947,5
-56.8101,350.422,2.957,4
-59.7899,394.273,2.3598,6
-60.3601,355.373,1.385,4
-62.6398,328.456,2.5849,4
-68.3401,342.464,3.1235,6
-58.5499,389.52,1.7698,8
-49.26,357.498,3.15936,5
-63.9902,395.438,3.43182,4
-65.3999,355.434,3.58696,7
-57.1999,346.452,2.9423,6
-50.2499,333.479,1.7308,5
-54.7699,351.418,4.3217,5
-61.97,349.438,2.5377,4
-45.44,356.216,4.48872,2
-47.19,250.39,1.551,4
-66.86,378.285,4.87792,6
-71.0499,389.421,3.9744,8
-63.91,350.378,4.14964,5
-47.0699,337.38,0.6803,4
-58.5199,380.37,1.2975,5
-63.43,341.455,2.8683,6
-53.4399,392.565,3.0638,3
-57.8798,362.474,0.3332,6
-49.0202,347.375,0.2148,3
-40.8601,226.28,0.0923,5
-55.2001,355.87,0.1693,5
-68.83,423.559,4.92012,6
-39.0902,377.249,3.00598,3
-42.17,251.359,1.81192,6
-53.87,332.451,3.1498,2
-41.11,249.301,2.2575,4
-40.13,262.332,0.64988,2
-43.5599,353.444,0.22058,3
-71.7998,421.541,4.57212,9
-48.6299,348.794,0.43508,5
-61.6801,399.49,1.0808,9
-59.53,358.435,3.542,4
-54.1401,317.297,1.8909,6
-53.1601,314.417,2.3676,8
-55.1701,352.387,0.48042,5
-64.19,394.508,2.21692,4
-60.4599,394.539,0.882,5
-62.34,354.414,0.47652,6
-56.79,298.408,1.2222,9
-47.1099,284.367,1.58422,4
-64.4801,369.49,3.36302,5
-55.6502,397.541,3.06672,4
-49.72,358.438,1.5806,3
-60.2901,323.502,3.2981,7
-50.5001,346.387,0.4498,6
-40.38,252.299,1.3607,4
-55.8202,360.458,0.2976,4
-46.47,267.373,2.0059,9
-54.73,419.953,4.99132,2
-47.7001,351.447,0.1709,5
-53.3398,335.144,3.2631,6
-59.1501,328.46,1.9341,4
-64.8001,408.849,4.42372,4
-58.4599,330.403,3.1596,5
-51.6801,361.339,2.4403,5
-57.65,354.344,1.8733,7
-51.3901,355.412,1.6708,4
-59.4499,405.292,3.2699,7
-52.1699,271.376,2.8361,5
-71.48,336.435,3.1074,7
-50.8101,281.356,0.1962,4
-44.11,315.757,0.1634,6
-74.63,403.53,2.9975,6
-55.6001,351.512,3.4312,6
-50.2501,320.397,0.7999,5
-60.86,339.524,3.0959,5
-48.9101,292.404,2.1228,2
-56.6801,292.423,4.7953,4
-44.91,235.312,2.9196,4
-58.61,353.443,4.1096,5
-55.08,289.366,3.087,4
-60.1101,383.492,2.0734,8
-57.0001,283.415,3.7805,2
-47.3399,279.369,1.1541,4
-47.2399,350.418,2.7964,3
-54.6301,367.449,2.71592,2
-61.46,402.47,1.9788,4
-50.7099,307.409,2.7894,5
-62.6699,447.374,3.0139,7
-47.7701,336.364,2.8951,3
-59.6101,356.411,1.1621,4
-51.1998,322.409,0.8584,5
-58.3399,381.908,1.5701,5
-67.1299,417.529,3.3287,7
-42.7399,314.838,2.5013,3
-53.1299,315.382,1.1287,10
-51.85,337.427,3.6597,5
-58.4201,268.36,2.79728,5
-46.6101,252.249,1.288,3
-48.1501,346.456,2.66182,4
-51.3101,324.425,0.1118,2
-58.3501,370.237,4.4605,6
-47.06,309.312,2.4758,3
-53.5,360.505,0.8133,7
-49.9201,372.288,2.45058,5
-58.58,354.538,4.27604,3
-41.7498,333.396,0.6816,6
-65.7399,394.519,2.0465,5
-65.22,392.906,3.39342,5
-34.76,237.263,0.18952,2
-47.2099,343.652,3.3405,5
-38.8101,297.439,2.8552,4
-66.8201,386.543,3.9342,5
-60.08,352.837,2.7889,5
-54.66,359.43,0.3759,3
-52.12,389.496,3.4104,6
-59.36,384.885,2.5787,6
-49.64,296.33,1.72638,2
-56.72,317.864,4.36322,5
-70.5899,347.386,4.9925,6
-56.41,311.372,4.1734,5
-56.99,424.513,3.7876,7
-64.2602,478.639,4.8763,7
-50.5099,348.428,1.8143,6
-62.2298,355.398,1.1967,5
-52.3802,362.47,1.5281,6
-52.2601,343.401,0.4094,8
-46.0601,276.355,3.4772,3
-41.9601,296.299,1.59098,5
-50.5899,359.492,0.7454,3
-54.6999,344.317,3.2067,2
-42.3199,261.268,1.3455,3
-67.1501,342.531,2.3173,5
-56.8801,325.5,4.1794,3
-54.49,340.458,3.7252,2
-56.0299,376.545,2.9145,4
-56.68,407.559,0.1321,7
-56.7901,357.454,1.7148,7
-47.1101,275.327,2.6877,1
-62.7402,372.27,3.0384,5
-60.2899,359.382,0.328,6
-58.0299,414.354,4.493,5
-39.9599,257.359,1.47752,6
-62.2501,371.525,4.1112,7
-57.8301,359.385,3.6905,4
-47.6299,387.465,1.7286,3
-53.8901,345.443,4.0159,2
-55.2098,350.463,1.3697,8
-62.9801,333.304,4.0508,5
-44.35,344.362,1.6313,6
-57.4101,398.507,1.74022,4
-47.5001,338.433,1.4193,3
-56.7501,322.433,4.46048,5
-67.1501,348.446,2.9978,5
-49.1599,293.289,1.3432,5
-51.7501,322.499,3.8435,1
-58.5602,314.395,3.88162,3
-61.8599,345.505,2.3647,8
-54.3199,370.471,1.3925,8
-62.62,400.45,4.26752,4
-56.65,354.47,1.4496,6
-61.5401,359.873,2.3815,9
-52.16,294.37,4.0192,4
-61.5501,312.41,1.3909,5
-53.66,332.435,3.5639,7
-42.25,225.336,3.25232,5
-52.41,263.425,3.66946,6
-47.2901,278.375,1.86458,2
-45.9601,317.332,0.9221,1
-55.9,370.449,3.251,7
-56.6599,408.442,2.3931,7
-67.2999,381.48,2.72694,5
-49.04,377.242,2.1876,2
-51.89,324.432,2.1038,4
-49.39,307.774,4.3756,4
-47.0801,300.244,0.6994,3
-53.6998,343.435,1.27928,5
-59.4001,355.404,2.9747,4
-56.51,324.371,2.9031,5
-48.2301,317.433,2.147,3
-56.29,360.443,1.2332,6
-47.47,312.772,2.4658,3
-58.97,365.429,3.033,3
-57.87,321.45,2.15464,4
-60.1199,301.43,4.59702,8
-40.2399,303.409,0.1059,5
-44.7201,315.417,3.05072,3
-48.9401,349.475,1.6607,4
-51.2601,301.39,2.0144,6
-53.29,348.535,3.7966,6
-63.1499,361.402,0.0002,8
-47.1701,316.444,2.6097,6
-67.1101,340.467,3.6484,6
-45.06,338.433,0.6674,3
-49.5499,321.154,3.5616,4
-49.02,347.423,0.9373,4
-48.2,310.329,3.4456,5
-69.3199,366.549,4.6662,6
-55.4401,426.344,4.9462,2
-50.4502,405.31,3.4193,5
-41.2699,224.348,1.2393,2
-60.87,442.562,4.85304,8
-50.37,321.442,2.6755,3
-60.1001,357.458,0.6795,7
-53.7399,320.418,2.1342,5
-57.9899,359.478,2.38534,4
-64.1,437.298,1.951,5
-54.53,359.474,1.986,5
-42.0099,332.388,1.0919,5
-47.03,305.338,0.3121,6
-50.3401,288.391,1.7438,6
-50.82,286.31,1.1656,1
-60.7701,386.33,2.31532,4
-55.86,358.804,4.26878,5
-63.3301,359.426,2.2051,7
-52.78,364.475,1.6026,6
-43.4301,289.287,1.7994,4
-58.2201,389.883,4.82932,6
-55.05,372.226,3.8742,3
-48.5701,377.334,2.6712,6
-44.94,260.297,1.39792,2
-66.4699,356.451,2.0667,5
-53.0801,289.383,0.8409,4
-52.4001,360.376,1.77484,4
-54.1601,349.431,0.76538,4
-56.0301,310.442,0.3079,4
-53.14,350.322,0.3847,3
-51.3901,356.373,1.17322,4
-41.7201,257.355,1.75614,6
-60.1601,396.304,1.5227,3
-54.6699,359.474,2.1122,7
-52.4799,367.674,3.6716,3
-43.1999,339.852,3.0452,4
-52.16,286.356,2.20398,3
-56.65,305.412,4.4826,4
-62.1001,358.438,1.4345,5
-47.6899,322.449,2.1005,5
-51.1301,283.31,2.7529,4
-48.1301,367.405,1.2282,3
-54.0499,327.45,0.75898,8
-61.0402,367.371,2.8906,6
-60.4301,372.494,2.3408,9
-60.2499,278.396,1.3403,8
-50.5301,332.369,4.52,5
-54.35,343.468,0.1251,9
-56.4898,329.554,3.2815,9
-57.28,388.943,3.5065,5
-43.7799,306.41,1.6466,1
-52.5801,442.56,3.38902,4
-58.9899,448.545,2.50304,7
-58.9598,439.49,1.8248,6
-55.8299,344.431,0.3422,9
-57.7799,320.437,0.71928,7
-58.9802,360.552,3.63912,3
-45.58,259.309,0.8945,2
-44.9701,297.309,1.2272,4
-43.2301,316.405,1.8764,3
-42.94,233.315,1.1747,3
-50.3102,372.45,1.5634,2
-49.0099,381.317,2.021,5
-53.8999,339.848,3.4945,6
-61.3599,332.381,1.5542,4
-53.2698,349.519,1.8664,3
-59.06,375.387,2.9674,8
-55.2501,363.849,0.8358,5
-53.21,327.311,3.6197,2
-47.7201,312.325,3.86998,2
-66.72,387.443,3.48602,4
-54.5099,376.416,3.55,4
-45.1798,373.236,3.1624,2
-70.0102,385.508,3.72364,9
-48.0602,343.434,0.79494,4
-56.8901,335.33,0.1241,6
-63.4601,399.447,2.1865,5
-44.4101,351.432,0.0021,3
-50.42,401.433,1.2672,4
-56.0399,325.318,4.3375,3
-55.76,300.402,3.8004,4
-51.0202,438.348,1.6918,4
-37.8,339.373,0.2037,3
-71.7301,450.495,1.4574,6
-50.9199,388.411,2.6995,2
-51.19,358.32,1.647,5
-55.2801,317.437,2.4359,4
-48.1901,292.343,0.7579,6
-53.7999,358.272,1.4515,3
-54.07,318.826,2.8862,7
-46.16,389.319,1.4339,4
-58.1499,348.811,3.356,5
-61.6901,332.375,4.7168,3
-54.6299,353.507,1.2309,7
-53.95,333.428,1.9668,5
-63.86,371.506,2.9827,6
-58.46,356.47,1.7404,4
-63.4699,375.488,2.309,4
-57.44,349.5,2.53742,4
-44.2,349.25,0.67694,3
-62.8001,305.466,2.3388,5
-62.2601,422.403,2.4551,5
-38.62,249.38,0.4804,5
-47.19,306.793,4.1195,6
-55.9802,445.585,4.9191,7
-61.7301,298.386,3.5619,6
-43.9801,334.348,4.45324,2
-50.61,300.763,3.0533,5
-27.58,236.3,1.0681,2
-47.3599,324.837,1.5269,2
-62.1098,501.634,2.89788,10
-43.5099,278.337,1.82392,4
-48.3101,309.341,3.3963,4
-51.5401,372.44,3.2646,3
-64.0899,364.873,3.351,9
-64.28,351.52,1.9911,5
-60.92,431.564,4.62194,6
-49.3499,297.439,2.7574,6
-57.86,407.841,4.689,6
-54.83,324.384,2.76378,3
-59.4201,340.448,3.76628,7
-63.68,363.408,2.0643,6
-64.2499,449.539,3.7528,8
-63.7599,351.447,1.7276,10
-61.7501,408.546,4.59952,4
-61.3799,357.502,3.57282,5
-52.23,348.672,2.8923,4
-59.4199,364.49,3.4623,8
-47.0999,298.431,0.4906,4
-40.3299,272.308,1.3322,3
-54.8801,316.405,0.7673,4
-46.3001,278.356,0.4389,4
-57.1501,350.513,3.30224,4
-43.43,341.353,0.1642,3
-60.8601,357.414,1.17232,5
-50.3401,439.475,0.096,5
-46.8301,357.37,1.6297,4
-61.76,391.486,1.4935,7
-62.4199,391.475,3.95054,5
-51.3099,280.345,2.48542,5
-50.9001,344.408,0.6258,4
-47.3201,268.361,1.7157,6
-46.79,283.375,1.5508,3
-56.07,293.322,2.90318,3
-55.7501,344.419,1.25972,5
-41.3,275.396,2.59848,5
-52.4299,356.264,2.3054,7
-51.1701,350.415,2.2516,7
-39.8699,303.156,0.8536,5
-56.17,348.447,0.555,3
-49.3101,272.251,0.6903,4
-63.22,431.539,2.9273,9
-52.0099,362.904,3.90472,5
-52.0699,323.299,1.9332,4
-54.5901,390.484,2.1545,6
-54.7802,320.393,1.5244,5
-57.9701,354.772,4.4409,4
-52.1,322.371,2.477,6
-52.7399,314.332,3.94818,3
-57.79,343.471,2.5889,3
-40.8898,388.063,2.588,2
-61.61,353.26,2.28462,5
-49.93,265.386,0.68792,2
-65.0299,402.318,3.624,5
-48.1499,277.361,1.223,5
-46.93,350.509,3.31462,3
-60.1499,400.575,0.3488,3
-52.9399,330.447,3.6784,1
-62.12,394.834,2.5918,5
-62.35,350.547,3.9922,7
-47.7099,270.279,2.7625,3
-48.02,316.398,0.8075,6
-51.53,318.377,1.20952,2
-51.6301,294.42,3.3705,4
-53.5499,343.383,4.02372,5
-55.0899,354.495,0.3318,8
-53.4901,359.392,3.78684,4
-52.6899,298.386,2.7622,3
-64.29,345.389,3.993,4
-43.5101,286.339,1.1965,3
-59.5401,358.511,3.1819,5
-41.5099,238.36,0.358,3
-46.7099,378.23,2.7073,4
-52.2202,356.369,3.5976,3
-55.3001,357.273,2.6275,3
-52.86,407.518,3.92514,4
-63.0898,402.564,2.5824,6
-47.1099,315.355,0.0101,6
-64.03,402.441,3.76782,8
-53.4601,350.425,1.1644,5
-53.7201,448.011,4.43614,8
-48.12,293.363,2.8882,5
-58.0399,293.769,3.3448,6
-45.35,348.447,1.2384,5
-53.8001,317.345,3.3539,4
-49.2701,302.393,2.4886,1
-57.9599,359.43,0.783,9
-54.0599,354.403,0.24692,8
-40.1599,317.139,1.82322,2
-50.33,351.403,2.9047,5
-35.5799,237.296,0.5869,4
-50.6399,342.321,2.1434,7
-56.45,333.428,4.6297,5
-54.1802,424.896,3.10494,4
-54.3099,355.385,1.61374,4
-55.3299,350.3,2.85478,4
-62.1001,358.442,1.92272,7
-52.0301,393.312,2.0222,3
-48.3499,315.314,3.9305,2
-59.0001,350.459,0.463,5
-45.5399,289.339,1.363,2
-52.97,350.806,0.8038,4
-74.44,434.341,4.99738,7
-56.08,360.307,2.2484,6
-64.99,343.354,2.5245,5
-52.2601,322.474,2.0848,2
-57.9399,370.396,2.7316,5
-60.3401,361.461,3.0502,6
-54.9699,391.493,1.6095,3
-65.0098,379.46,3.99444,6
-63.2499,317.521,3.3626,10
-64.52,324.428,4.17482,5
-58.5499,342.439,3.33788,5
-70.14,356.491,4.1735,5
-57.5999,317.498,4.6383,6
-55.6199,351.491,2.6798,5
-49.88,265.445,3.5554,8
-47.6201,273.38,1.63582,4
-47.9299,292.302,2.3468,3
-55.3601,336.476,1.9352,6
-50.1701,316.405,3.70152,4
-54.4902,350.419,1.59418,6
-51.1199,359.923,1.9226,4
-61.0701,353.382,2.3878,5
-46.6799,354.476,0.3762,4
-62.47,347.463,2.42822,7
-54.3701,352.366,3.123,3
-58.3398,407.401,3.9182,5
-59.2701,340.353,1.93392,3
-54.3101,349.452,3.1775,6
-60.8399,361.486,3.0154,3
-68.29,396.353,3.86592,5
-56.5399,301.342,2.9388,6
-62.0201,448.56,3.3947,6
-56.37,360.886,0.3475,8
-60.5902,356.463,0.5537,9
-52.0901,339.398,2.71512,5
-52.36,385.258,1.855,5
-51.92,340.383,3.0245,4
-58.8201,330.428,2.6051,5
-67.0001,339.37,3.2255,5
-47.7699,284.36,0.3978,3
-57.63,350.409,3.92132,7
-47.9801,234.343,2.6571,1
-60.5001,336.439,4.81972,6
-42.38,339.355,0.77,3
-34.8601,283.803,3.17512,1
-51.0399,395.257,1.46742,4
-45.9501,380.426,1.24552,7
-59.13,348.418,2.4252,9
-67.72,365.477,3.2311,7
-66.7602,354.485,3.99922,10
-60.8901,357.393,1.0258,4
-49.71,276.311,3.1923,3
-43.6999,270.442,1.7712,2
-51.17,308.359,2.32352,5
-44.9999,300.318,1.0874,2
-34.68,264.329,0.7591,1
-54.76,344.381,2.3853,5
-58.6198,315.442,3.2721,2
