score,MolW,cLogP,RotB
-60.0698,400.372,2.4424,5
-45.9799,317.433,2.16508,4
-65.3599,359.47,1.5341,7
-58.68,368.776,4.5136,4
-50.98,360.42,3.1183,1
-50.0301,373.178,1.9159,5
-60.44,325.88,3.4267,8
-55.5,380.267,3.4181,3
-45.8299,295.364,1.5738,7
-53.0301,384.488,2.34014,6
-66.67,413.537,4.1666,7
-63.07,353.488,2.73704,6
-65.25,442.556,3.7347,10
-48.29,253.346,1.6484,2
-49.97,367.475,0.0149,4
-58.6498,398.385,3.8884,5
-48.0999,268.401,1.5281,4
-53.1399,361.511,3.48352,3
-45.27,357.498,2.2076,2
-50.8799,380.308,1.3198,6
-57.2502,361.405,2.00968,4
-48.3101,316.323,2.3522,2
-44.83,275.343,1.5012,3
-58.2999,317.458,3.2474,5
-57.77,373.413,1.532,3
-47.9401,312.366,4.43358,4
-47.8798,390.209,1.0767,2
-58.5799,324.359,3.0827,5
-53.4,369.154,1.4098,5
-56.28,351.403,2.14042,5
-51.1299,329.297,1.7578,6
-53.5599,245.313,2.1724,5
-45.9201,223.364,1.5774,4
-53.1401,284.4,1.8679,4
-53.4399,383.552,3.2947,5
-58.9501,370.499,4.12692,4
-46.33,277.324,1.09572,4
-53.0701,313.353,3.35232,5
-45.7401,250.75,4.57952,2
-59.5699,378.354,2.4289,2
-57.7101,360.454,3.0606,9
-52.7099,359.461,2.1631,7
-46.82,266.259,2.8774,3
-55.2,353.81,0.1358,7
-70.4699,436.568,4.3051,9
-49.2699,303.472,1.5565,7
-65.06,353.397,4.36092,6
-52.9401,319.38,1.6784,7
-35.2901,253.346,0.2077,2
-50.4201,336.457,1.9541,6
-40.3299,284.31,1.8017,1
-62.24,333.41,3.6881,2
-46.7699,353.463,1.759,3
-56.6101,347.854,0.781,2
-41.88,246.701,2.69662,1
-53.62,323.355,2.619,4
-47.2701,334.239,1.9175,6
-61.8198,391.468,3.2554,7
-63.7598,420.557,1.64162,5
-32.9501,199.323,2.1585,3
-54.65,344.367,0.998,6
-69.77,357.885,3.7171,5
-54.4001,305.466,2.1979,3
-46.33,328.365,1.26198,5
-41.1099,326.316,0.9003,4
-65.6901,352.475,2.2062,6
-56.7499,292.423,2.4719,6
-57.6101,352.906,4.77962,5
-59.4599,325.836,3.3603,9
-59.82,358.504,1.2584,9
-42.4001,199.681,2.5228,4
-64.9499,300.442,4.8661,6
-49.7101,303.41,1.90852,5
-58.0901,372.387,3.2695,4
-46.15,315.299,1.35522,3
-50.84,258.39,3.88288,5
-43.4499,183.299,0.3372,3
-50.7598,397.216,2.8018,4
-51.2098,353.769,3.3385,3
-47.1099,319.246,4.2238,3
-57.6501,369.391,3.803,8
-52.1099,378.532,3.4446,4
-53.1201,348.29,1.2911,5
-60.3701,328.359,4.5836,5
-47.8401,297.717,2.0964,4
-65.2199,352.441,4.4385,3
-44.98,278.4,2.1499,4
-47.05,287.36,0.8967,6
-53.5199,366.341,1.8595,6
-52.68,301.337,0.7281,5
-58.9699,395.434,2.6328,3
-40.8901,300.347,1.8945,5
-58.23,294.439,4.22232,8
-67.0101,336.357,3.8141,6
-59.5399,376.451,2.447,4
-59.83,364.424,4.073,7
-63.29,358.486,2.4545,4
-49.83,304.385,0.8211,4
-43.0599,269.389,1.2417,5
-38.92,265.298,0.6165,2
-42.79,299.346,0.3625,2
-64.7798,339.501,4.0461,9
-58.6202,384.783,2.4518,3
-66.2399,421.529,3.6912,8
-58.8901,281.399,4.0732,5
-51.92,359.348,1.36638,3
-54.2998,366.502,2.901,8
-48.81,315.42,2.391,4
-48.5101,359.43,2.17254,4
-46.6199,331.413,0.2267,8
-61.7901,417.481,4.47852,8
-44.8699,312.338,0.2062,4
-54.8401,376.352,3.79192,5
-49.8799,358.438,0.8327,5
-47.01,394.316,2.0653,6
-56.7701,346.387,1.8552,5
-39.99,229.345,1.6118,3
-46.5,263.337,2.80972,4
-57.8699,318.295,2.4478,4
-62.0002,358.486,2.1119,4
-53.88,438.977,4.68112,6
-46,338.161,2.184,4
-48.5802,390.403,1.61412,2
-50.84,290.388,2.5938,4
-39.43,211.224,2.58508,1
-54.8899,370.883,3.0308,3
-56.3301,339.483,4.14822,4
-61.62,338.473,2.44992,7
-65.5101,438.952,4.6528,5
-60.6499,388.876,3.6234,3
-50.23,282.453,2.2975,3
-46.6999,437.539,4.09982,5
-61.7101,354.491,1.7575,5
-59.9099,350.463,1.0039,8
-55.1199,282.359,2.7231,5
-61.49,400.482,3.7052,6
-61.0799,389.525,2.901,5
-51.3899,305.403,2.98962,4
-55.7599,351.813,1.87402,3
-56.73,413.547,4.691,5
-56.6199,320.433,3.242,6
-63.2201,358.482,1.958,5
-52.6599,380.293,3.3069,7
-64.0199,358.438,3.19124,8
-55.81,369.414,1.9636,4
-40.36,250.175,4.48682,1
-51.26,320.303,2.26954,3
-52.3599,336.408,1.0835,6
-52.7899,358.442,2.46254,4
-49.0199,275.348,2.1151,5
-46.5901,315.395,0.8608,7
-63.5999,391.512,2.4645,6
-54.7,353.503,2.9197,7
-59.4,384.553,2.94072,5
-48.2599,324.362,0.45708,7
-47.69,266.337,1.9138,3
-61.47,355.394,4.39322,4
-52.44,351.399,2.5989,3
-55.5102,360.458,0.94452,6
-53.17,303.468,2.5472,8
-50.5301,380.286,2.4602,2
-54.1001,355.316,4.6041,6
-58.33,335.473,2.7687,9
-47.6701,357.414,0.23092,3
-57.3401,500.581,0.85422,6
-53.4601,304.413,2.4613,5
-50.7899,294.424,2.0821,3
-55.96,318.398,1.6294,7
-62.4401,344.484,2.0954,4
-53.2301,351.451,0.2571,7
-66.7199,372.45,1.938,8
-60.7301,308.422,1.5679,4
-52.0899,294.355,0.5005,6
-52.7701,338.476,4.0604,2
-62.12,319.355,3.7513,5
-62.79,353.85,2.79342,5
-63.6299,448.445,4.7876,5
-53.74,345.468,2.41358,4
-65.1799,340.427,2.8744,6
-44.8899,262.275,1.2764,3
-44.4799,248.326,1.9043,5
-55.64,394.294,2.9308,6
-59.7301,388.337,3.2791,7
-53.5401,347.415,2.30062,9
-61.6301,351.491,1.1306,6
-52.4399,300.355,0.9227,8
-60.1198,353.488,1.1509,9
-59.3802,350.375,1.14282,8
-59.3702,372.472,4.43628,4
-53.2199,406.231,2.7442,6
-42.9301,229.282,1.6555,2
-58.5299,347.503,3.5308,7
-52.2399,333.435,2.8664,6
-60.1499,357.429,2.7939,5
-47.7999,275.356,0.4551,6
-55.1801,363.462,0.48072,5
-54.5799,444.951,1.9932,7
-50.4101,351.432,0.0632,5
-56.2301,353.442,0.0182,6
-51,352.39,3.261,5
-54.4499,282.431,3.893,4
-56.2001,321.373,1.8795,8
-52.79,313.467,2.17064,7
-54.3701,354.454,2.3472,3
-55.4798,323.311,1.9459,7
-48.66,329.347,1.2108,1
-63.24,396.387,1.0108,6
-43.8699,288.867,1.8875,6
-69.8201,388.336,4.3676,4
-40.27,288.395,1.567,2
-53.8001,294.395,1.82788,6
-56.8699,356.386,1.106,4
-55.3298,339.476,3.6778,5
-58.53,348.418,3.7799,4
-48.27,351.443,2.2023,5
-54.5299,354.491,3.0974,5
-60.8801,334.464,0.7171,10
-60.6899,355.402,0.65964,6
-64.1899,394.556,2.4381,7
-73.6702,387.487,4.35654,6
-54.7502,372.412,2.8883,4
-56.8302,343.368,1.6399,5
-57.86,314.267,3.64582,8
-46.4299,303.265,0.7844,6
-62.9099,399.796,4.70822,7
-57.3201,351.491,0.9402,5
-53.24,392.492,2.6831,4
-65.5998,372.428,4.3751,3
-43.1299,394.291,0.1599,4
-41.0401,386.296,3.8827,3
-59.39,443.51,2.1169,4
-63.3799,422.485,3.23828,10
-49.1301,356.312,1.76342,3
-54.8401,357.432,0.3948,6
-41.45,246.31,2.24854,3
-63.1801,358.377,1.5633,5
-56.48,437.426,0.7491,5
-56.3201,340.206,3.84268,3
-55.8499,350.871,4.516,5
-46.1199,313.321,0.4652,3
-62.4202,353.397,2.79948,6
-53.58,327.468,3.7927,2
-50.93,347.375,1.33422,4
-54.3499,377.286,2.8937,6
-49.4401,294.351,3.6473,5
-40.3401,310.789,0.781,2
-66.5298,354.41,1.10232,5
-53.0899,274.311,1.1073,1
-56.5101,313.442,1.0437,6
-50.94,261.243,1.9972,5
-64.8802,346.471,1.8947,10
-46.2501,329.466,0.8187,5
-49.4801,303.41,2.26162,3
-61.8602,432.952,4.21782,3
-47.5099,278.783,4.2441,3
-62.3,426.502,4.2535,7
-51.48,259.328,2.8541,2
-57.8799,390.848,4.9384,6
-50.0701,284.407,2.6905,4
-57.5502,393.484,3.06994,5
-59.8601,390.505,1.9385,5
-67.3701,469.933,0.5368,3
-55.6301,300.393,3.6419,3
-50.9699,356.463,1.9604,5
-46.98,257.337,1.73702,1
-57.6899,410.312,3.032,6
-51.66,357.479,2.7429,3
-56.0599,318.381,1.7537,7
-55.0699,424.552,2.4627,8
-44.36,350.351,2.7293,5
-61.1201,358.406,0.8109,7
-56.96,298.39,2.87422,5
-47.9101,283.799,3.02284,3
-46.5599,341.183,2.8823,3
-63.1299,351.397,2.07878,3
-60.46,361.454,0.7681,6
-70.1999,401.551,3.3059,9
-56.55,355.446,0.9483,7
-56.0099,349.387,1.14952,3
-57.8101,371.466,2.1586,6
-65.2101,450.377,2.7086,9
-56.7999,372.412,3.3985,4
-44.7001,289.788,1.8657,1
-60.8899,366.469,3.2494,5
-57.45,424.258,3.63642,3
-50.1001,324.365,3.61152,3
-47.1301,299.353,1.9701,4
-57.8399,357.458,1.41918,6
-64.26,356.857,4.8504,4
-62.3299,358.457,3.1787,5
-52.3501,376.438,2.3611,6
-63.2799,396.896,2.5681,6
-62.1199,360.439,2.0521,7
-55.3099,330.388,1.59202,5
-45.1399,332.466,1.3223,5
-67.7901,349.563,3.3025,9
-37.6101,257.33,0.4097,2
-34.4599,230.333,0.3512,3
-51.2901,372.469,1.336,3
-55.9599,395.443,2.3022,3
-57.4002,388.427,3.4696,3
-46.3701,403.527,2.3218,3
-52.4599,341.496,1.9901,9
-52,323.393,0.89374,3
-62.6001,339.443,2.2442,6
-45.0799,334.468,1.0766,2
-41.5001,272.355,0.96154,4
-46.6499,333.435,0.5679,4
-57.0998,352.429,2.8791,3
-64.7501,428.508,3.6951,8
-58.67,367.519,0.78808,4
-55.75,352.442,2.831,4
-57.21,341.446,3.0294,7
-60.4899,295.492,3.9705,10
-45.0298,381.205,2.5127,1
-62.7001,369.465,3.2815,6
-57.91,331.416,1.61074,6
-58.5701,393.553,2.2381,7
-54.1201,301.421,3.6849,6
-62.0699,405.455,2.8916,7
-54.2498,357.41,4.137,5
-52.2599,350.806,2.44324,5
-72.9401,365.433,2.6064,7
-50.09,331.239,3.11882,5
-48.6699,316.361,0.74258,2
-59.2802,410.536,2.4639,8
-63.1901,356.426,2.1916,6
-33.8001,251.311,0.02608,1
-62.6699,361.825,3.7116,6
-45.0499,310.398,0.705,5
-53.97,338.455,3.2199,3
-60.4201,342.399,2.095,5
-58.13,385.884,3.6922,6
-60.22,352.442,2.34002,6
-61.4101,429.904,4.8694,7
-54.8099,395.511,1.471,4
-60.2502,333.325,3.5217,4
-40.0899,303.401,0.8958,2
-48.5499,346.859,0.0683,5
-52.4702,355.265,4.58082,5
-52.6299,376.396,2.6353,5
-62.8,386.433,1.9247,7
-56.1501,436.538,1.46,5
-49.35,358.445,1.5888,6
-50.3801,317.307,2.10132,5
-51.67,333.848,2.9908,3
-55.65,391.471,3.4751,3
-50.8801,429.524,0.93652,7
-48.3301,359.452,0.1838,7
-50.6701,235.318,3.2202,8
-63.3501,348.399,0.2221,5
-45.3399,356.213,3.16842,3
-64.9699,371.437,2.7608,8
-67.51,407.898,4.26604,6
-47.77,233.302,3.1167,7
-68.52,437.59,4.9043,9
-50.8999,311.341,2.5022,2
-47.5601,302.374,2.81554,3
-33.8999,215.64,1.85702,3
-53.9799,352.464,1.4695,9
-60.4401,390.528,3.2096,5
-61.9901,389.378,2.7204,5
-57.43,341.455,3.9353,4
-45.31,255.358,1.7226,5
-50.7101,315.414,1.6721,5
-57.0201,446.978,3.05552,5
-56.7099,398.507,2.73444,7
-55.4201,340.508,3.0713,8
-48.2501,319.22,3.2115,4
-62.5402,396.509,1.82,8
-38.37,329.404,1.81902,4
-45.6999,283.324,1.0858,7
-65.9299,398.551,2.7429,5
-55.82,363.506,0.2019,6
-54.53,325.416,2.04528,6
-64.38,398.89,4.80754,6
-52.7701,345.399,1.24454,5
-46.87,300.387,1.5974,3
-51.47,372.531,2.1904,5
-51.2898,395.282,3.16672,5
-53.8801,389.927,3.73772,5
-66.45,430.423,3.2243,7
-55.1001,397.924,2.5612,5
-49.9999,268.401,1.7905,4
-56.4201,368.458,4.72742,4
-50.5599,323.422,2.09444,5
-59.1198,392.463,2.2298,4
-52.3899,317.397,1.47592,4
-55.6699,366.483,1.18452,5
-52.0401,345.451,0.435,5
-61.8499,396.438,1.7584,3
-50.7399,335.373,3.62742,4
-55.3899,355.46,1.55052,6
-58.22,359.474,0.30678,5
-51.0501,259.418,4.7649,3
-55.9701,416.503,2.16928,6
-50.0099,392.481,0.4239,2
-50.4001,282.428,1.9661,5
-61.1,367.49,2.3538,9
-59.3101,345.447,0.50456,4
-43.8,238.4,3.244,5
-62.7802,398.278,3.3355,6
-48.93,354.491,1.7466,4
-56.1099,337.424,0.85992,8
-58.01,346.258,4.4751,5
-57.2698,439.199,3.0984,4
-52.3798,354.296,3.5334,7
-49.52,209.308,2.7546,2
-66.3298,354.381,4.21212,5
-55.8399,354.483,3.78256,8
-42.47,251.33,1.9523,3
-58.2001,421.972,1.58802,5
-51.8,378.45,2.06562,3
-57.7099,383.439,3.37634,9
-67.8701,444.601,2.1627,10
-55.8599,350.375,0.41,6
-62.0401,355.482,1.6312,5
-57.71,328.437,3.6135,4
-41.3301,280.299,3.501,2
-49.5399,293.396,0.55222,3
-69.46,444.413,3.82852,6
-63.2598,411.727,4.1852,5
-54.07,349.479,1.3155,5
-60.2401,386.489,1.6664,8
-64.53,418.518,3.5077,4
-51.9999,349.826,1.5492,6
-55.78,377.489,0.4852,3
-46.8999,274.339,2.7197,3
-45.5599,279.409,2.30748,6
-48.29,235.327,2.51532,3
-54.6799,323.868,2.2561,4
-53.7199,275.392,4.1285,3
-39.04,252.314,0.53608,2
-61.23,352.866,1.5825,5
-46.63,353.354,2.85658,6
-66.68,382.504,3.8491,10
-46.1501,306.356,3.61068,3
-58.17,303.427,4.7078,4
-45.94,250.35,0.7528,3
-49.8799,308.447,2.23442,6
-51.5099,319.368,3.10068,6
-54.3001,284.359,2.8907,3
-54.9899,281.359,1.4526,3
-50.4002,311.41,3.14898,3
-61.7698,380.41,3.417,4
-49.86,287.381,1.0025,6
-48.73,291.294,0.7206,3
-53.4899,317.389,2.2694,5
-62.58,311.45,4.84348,8
-63.6301,424.566,4.1955,7
-67.4499,357.542,3.1352,5
-46.55,348.418,2.5558,5
-57.8799,352.434,3.5869,4
-60.9401,351.406,2.00722,4
-55.5299,346.518,2.5409,7
-57.6298,353.438,1.3389,4
-51.3099,331.322,3.3898,4
-39.73,273.402,0.9845,4
-62.7098,393.461,2.7024,8
-51.2501,322.405,1.7729,4
-54.3599,438.446,3.8551,4
-51.0401,263.366,1.99112,4
-57.1401,308.312,2.4446,3
-51.1099,260.381,2.4224,4
-59.1501,350.781,2.9817,3
-44.9099,359.429,0.2521,7
-62.6001,353.451,3.2212,5
-54.2001,301.361,3.4384,4
-48.8699,275.356,1.2379,4
-35.62,270.377,0.2303,3
-49.9301,332.201,3.8654,3
-42.2899,263.341,1.2767,3
-44.88,215.287,2.7636,2
-36.8101,250.298,0.3882,5
-54.4102,388.411,3.73098,6
-56.9601,371.441,2.55192,5
-50.4401,354.882,0.7962,5
-50.5799,282.347,1.701,3
-46.54,277.324,0.4693,3
-48.4099,301.39,2.1687,5
-60.22,390.461,1.3659,4
-60.32,419.86,4.0868,4
-59.1099,334.347,1.6945,6
-71.94,436.537,4.2591,7
-59.4598,350.442,1.1681,7
-45.8101,338.234,3.17724,3
-59.7401,365.499,2.46652,5
-48.0401,295.386,2.5669,1
-63.66,355.438,1.7035,4
-55.6299,337.552,3.1699,5
-51.7199,352.301,1.9051,6
-39.2799,243.257,1.5374,1
-58.3901,340.374,0.6137,8
-44.31,445.379,3.24492,2
-60.0399,310.441,4.6406,7
-64.0799,376.504,4.23272,5
-50.3499,352.378,3.0837,6
-53.2901,300.402,1.8999,4
-53.3499,323.331,0.55082,2
-58.7301,374.466,1.86492,7
-46.9,398.447,2.2408,1
-46.3001,292.422,1.7826,5
-69.5002,424.478,3.8493,6
-58.3299,326.509,4.9324,5
-45.44,262.721,4.1185,2
-58.5099,419.522,3.26122,5
-51.0998,422.62,2.1965,8
-47.3199,241.294,1.6001,2
-49.7301,284.31,0.2704,2
-55.6101,369.495,1.0567,8
-50.5799,305.285,1.2737,4
-63.4601,346.515,2.8193,7
-53.7501,429.805,4.1033,3
-51.5799,373.505,2.3136,7
-50.2399,345.446,4.2491,2
-53.4999,351.432,1.7256,9
-49.95,419.272,2.4987,4
-47.44,286.335,0.92112,2
-52.0901,298.333,2.7629,5
-57.66,350.304,4.94672,5
-54.1499,442.488,3.6813,4
-56.4402,360.389,3.8261,3
-54.2399,316.445,3.93802,3
-53.7899,334.504,2.9129,5
-63.0801,351.241,2.5754,6
-68.8401,398.463,0.4812,5
-42.41,271.202,3.29928,5
-63.6599,354.454,2.54202,7
-57.7401,427.467,3.0803,7
-53.85,354.907,2.0268,3
-71.1899,392.475,2.8309,4
-59.9701,393.724,2.3667,6
-52.2899,290.672,3.2581,3
-71.89,433.43,4.3715,8
-48.8399,324.425,0.9379,2
-53.4199,260.284,3.247,6
-63.69,356.451,1.52858,6
-56.0599,336.363,4.29992,4
-57.7901,330.388,2.53092,6
-50.4601,284.396,2.94,7
-58.0298,362.469,0.1503,7
-63.0999,341.411,1.2396,3
-58.4501,356.466,3.5304,5
-57.15,317.389,1.79512,3
-59.23,354.403,1.3032,4
-63.4999,349.446,4.2355,8
-35.1699,212.293,0.0971,2
-46,295.408,1.91382,5
-46.9601,293.367,0.6063,4
-57.9199,348.443,2.4063,5
-60.49,378.472,3.6133,4
-52.2198,358.232,3.6114,3
-46.5699,278.743,2.1241,3
-50.6699,264.279,2.1776,3
-34.4,233.271,1.31712,2
-45.4701,345.384,1.15792,2
-47.92,366.439,0.0357,3
-51.03,316.361,0.38214,4
-53.71,274.295,2.8496,3
-59.3301,437.338,2.5594,3
-60.5401,415.287,4.17798,5
-62.1802,397.475,3.0692,7
-41.7,293.573,3.7641,3
-54.4299,321.34,2.71778,5
-48.1499,324.412,2.7572,2
-43.6099,334.416,1.9215,3
-58.5899,364.401,2.7837,6
-53.1701,396.271,1.4551,4
-56.3799,301.342,2.7599,4
-63.6699,356.353,3.1692,5
-51.5599,347.212,3.25092,4
-51.24,345.509,2.3706,8
-63.34,350.425,3.1592,6
-57.8301,430.53,1.3451,9
-50.86,305.403,2.00454,4
-47.2798,390.281,2.5887,2
-46.22,308.765,2.0763,1
-52.5399,308.443,4.0722,4
-53.7099,354.907,3.29288,4
-45.4699,243.693,4.45662,1
-51.4599,332.428,1.6404,5
-51.3299,375.903,3.14374,3
-52.1701,331.46,1.2093,4
-66.5698,426.467,4.596,6
-56.82,353.488,0.7162,9
-57.0801,349.479,1.2652,10
-60.9802,361.486,2.5703,6
-50.86,341.402,3.41444,4
-51.2599,348.406,3.5224,5
-55.92,278.396,2.37218,2
-42.2301,350.422,3.60878,4
-61.9599,398.902,2.8361,5
-53.4499,294.443,1.49002,8
-50.3699,359.423,0.90354,5
-59.5399,426.513,4.1606,7
-52.33,294.402,1.984,2
-42.8399,290.363,1.6639,1
-51.7401,327.388,1.1061,4
-50.86,354.319,3.25814,7
-43.0699,358.402,0.33252,2
-47.0099,316.365,1.25292,3
-44.1301,358.464,0.91624,5
-42.3699,259.302,1.7475,4
-64.46,374.506,3.412,7
-59.98,369.387,3.8949,5
-44.5101,299.469,1.2218,5
-53.62,314.345,1.3637,4
-62.63,359.455,0.8316,7
-55.17,295.412,0.2195,5
-57.04,311.376,3.2468,4
-66.3302,418.545,2.9211,6
-52.9299,285.355,0.44112,1
-44.4799,316.243,2.572,2
-66.74,355.482,2.5624,6
-66.4801,343.515,2.3975,5
-64.0601,395.472,2.93272,6
-59.36,312.457,3.3602,5
-56.7998,342.374,2.9984,5
-46.7701,334.342,0.3242,2
-55.9699,390.524,2.5605,4
-57.31,398.415,2.4624,4
-51.1699,340.842,3.65,4
-53.2901,375.494,2.42,2
-56.1001,427.925,3.88772,9
-53.1199,325.859,3.8098,6
-50.58,391.516,2.9645,5
-50.82,352.154,2.8386,3
-61.84,348.406,2.62752,4
-56.5201,399.517,0.6463,4
-55.1898,357.336,0.9306,5
-49.6799,342.464,4.153,6
-48.8101,295.858,3.4915,5
-65.1201,376.504,2.5489,5
-63.34,357.546,3.1454,6
-62.9699,436.3,4.49608,8
-50.48,330.388,0.59558,5
-48.0002,374.846,3.1668,2
-44.34,239.294,0.3945,1
-50.4301,355.394,1.1956,3
-64.55,354.454,2.378,6
-48.5601,355.46,1.6027,6
-54.6102,327.348,0.61972,6
-55.2701,472.039,4.6398,6
-48.34,335.31,1.1569,3
-51.5298,349.272,3.159,3
-45.1599,284.791,2.2162,2
-59.05,365.433,2.3014,6
-55.51,331.5,4.6478,6
-57.43,388.537,3.4719,7
-60.2599,289.423,2.9013,5
-35.66,220.236,0.4489,4
-46.09,242.315,1.9154,6
-59.6499,397.422,2.1982,3
-50.0599,258.247,1.406,4
-65.0501,348.368,4.1519,2
-62.4001,356.576,4.1433,6
-46.2301,283.415,3.9631,6
-50.9901,387.572,2.98784,3
-52.1801,350.503,3.4251,4
-54.03,343.449,1.0652,10
-59.5899,385.493,2.65682,5
-62.3902,377.347,3.0656,7
-60.5498,441.605,3.62444,7
-51.99,299.33,1.37462,2
-60.3401,310.401,2.47772,5
-59.1999,347.846,2.6744,6
-59.95,364.449,2.80432,5
-56.5101,313.442,0.7626,8
-66.34,395.394,3.1329,6
-53.7501,393.321,2.771,5
-63.2701,332.467,2.56862,3
-64.55,358.442,3.9742,6
-53.04,288.391,2.5193,3
-52.1799,389.399,1.5373,7
-46.7199,346.435,1.64862,7
-58.15,339.455,1.5752,6
-54.2101,325.453,1.8902,5
-54.9,356.489,2.8463,5
-51.2199,290.392,2.9419,6
-54.61,338.423,2.1155,8
-41.78,317.248,3.79982,5
-65.11,333.863,4.1676,7
-51.7299,295.36,1.72558,6
-58.8501,358.829,3.46078,5
-49.0401,356.264,1.5157,3
-55.2299,357.95,2.9625,7
-57.64,326.343,3.132,3
-47.24,316.361,0.6627,4
-61.1301,398.304,4.706,4
-50.8199,255.383,2.2267,5
-61.55,356.491,4.707,6
-57.3701,390.549,2.2937,3
-61.8101,356.554,4.5871,7
-47.9101,355.387,0.0406,5
-48.14,266.345,1.6893,7
-54.0399,362.562,2.7035,6
-58.0702,399.495,2.65792,9
-46.32,326.356,1.1829,2
-52.83,314.32,2.4376,6
-62.67,315.486,4.17702,7
-56.3801,322.452,3.9522,2
-43.1899,284.275,1.7013,3
-52.9899,429.52,4.1532,5
-47.42,348.428,1.55712,6
-63.5799,405.52,1.5792,7
-48.3599,307.277,2.249,6
-57.1101,329.484,3.9766,4
-36.8601,249.336,0.3383,4
-57.9302,357.523,4.0229,5
-54.5,311.491,3.6576,7
-49.5601,350.444,1.83782,7
-57.3101,344.459,2.6683,4
-50.5599,263.337,2.0956,3
-51.0898,396.451,0.9186,4
-33.61,193.25,0.5977,3
-49.9702,352.456,2.1722,5
-57.5698,353.419,2.1048,7
-42.2799,304.257,2.0402,2
-51.9501,255.406,1.2709,7
-53.0001,329.404,1.8087,6
-39.88,220.272,1.79914,1
-46.8199,366.505,1.5435,3
-70.16,395.591,3.601,10
-39.9401,281.425,1.57598,1
-52.5199,346.522,1.6054,9
-65.1302,368.477,3.48422,4
-52.5801,352.891,1.4995,5
-49.9901,357.34,1.298,3
-63.9501,357.523,3.45082,6
-57.6301,350.337,2.5035,5
-52.5499,324.396,1.089,4
-58.25,326.528,4.71402,2
-58.5299,365.355,4.0624,4
-49.68,350.481,0.5894,10
-48.81,372.462,1.5697,5
-58.57,367.537,3.3089,4
-38.9599,290.161,0.9277,0
-61.9899,359.514,2.8912,6
-42.37,289.383,0.2415,2
-43.27,245.363,0.4586,6
-50.1598,347.425,2.8691,2
-50.68,285.351,1.9124,3
-70.2701,394.519,3.4873,9
-43.3101,293.367,0.80712,3
-43.46,262.357,1.11598,5
-66.5202,440.263,4.4768,6
-45.29,262.397,2.847,3
-51.0701,347.38,4.54592,2
-46.2899,280.28,2.2894,6
-42.55,241.287,0.6131,4
-51.8701,352.841,1.4015,2
-68.0399,354.45,3.6112,6
-61.9699,344.459,0.9873,7
-58.31,358.467,1.64422,6
-52.3802,413.484,3.76612,6
-51.8402,312.435,1.4409,6
-57.19,367.396,3.2675,4
-52.2101,368.393,0.7925,2
-44.56,310.423,0.9508,3
-48.4398,328.359,2.23742,6
-45.84,237.774,4.5766,2
-52.8401,361.421,1.9699,5
-54.62,268.357,1.5553,6
-46.2901,284.381,2.159,5
-72.6101,425.529,2.35272,8
-48.1101,283.466,2.2267,4
-56.6999,381.473,1.338,5
-61.5201,422.308,1.7866,5
-52.95,323.849,3.0451,5
-56.82,356.426,2.0911,5
-51.97,302.443,4.65604,3
-49.22,334.416,0.8169,7
-62.76,453.383,3.8848,6
-64.9599,341.411,2.1473,7
-51.4899,350.806,1.2819,4
-50.6401,261.356,3.1671,3
-61.2301,356.898,3.381,9
-50.8299,282.299,2.61822,2
-63.0799,410.444,3.019,6
-60.5002,416.344,4.4572,3
-41.9501,293.454,1.5702,5
-53.4501,284.4,0.907,7
-59.6301,319.474,2.8325,5
-61.5599,358.438,2.065,5
-52.4202,373.379,0.6928,3
-55.9001,310.394,1.5833,4
-58.6799,311.433,1.4532,5
-48.53,295.423,2.3915,5
-50.9901,314.385,2.85722,3
-42.7899,249.274,0.431,5
-58.61,322.453,0.72002,6
-51.1199,370.276,2.21952,4
-49.71,283.416,0.3212,4
-66.8198,498.648,2.6997,9
-38.7801,305.425,0.6174,4
-57.0702,396.285,1.8213,3
-46.46,378.45,2.6141,3
-54.7101,363.462,1.3449,5
-52.7699,382.823,3.96972,4
-53.9101,278.224,3.0463,2
-43.4699,330.356,1.7494,3
-53.1399,359.466,3.45162,5
-43.8699,373.25,3.4295,3
-61.79,358.413,1.98962,7
-51.99,367.449,2.9026,2
-58.8699,354.45,3.4412,6
-47.0099,346.397,1.84322,3
-54.7101,363.462,0.5256,1
-69.5398,371.412,2.3433,8
-53.1801,395.253,3.72252,5
-53.0201,275.389,0.5395,9
-46.0401,356.513,2.87888,7
-69.1402,383.492,3.85782,9
-55.2601,361.515,2.8879,6
-58.9099,301.419,2.0869,6
-45.8699,320.477,2.7148,3
-55.96,340.387,2.60012,5
-49.9498,397.582,3.985,3
-48.8901,265.397,2.7424,5
-59.84,350.386,1.3004,5
-54.4999,332.363,2.42408,2
-61.0999,338.363,3.668,3
-60.7101,348.406,3.63892,6
-39.7001,234.303,0.6527,3
-40.4401,271.401,1.6633,7
-54.7301,346.435,1.9747,8
-48.35,233.311,2.0493,4
-59.6398,302.487,3.7278,5
-53.7799,367.259,3.3121,4
-53.57,301.365,2.4344,2
-54.3699,300.33,2.2916,6
-51.13,336.461,0.3735,4
-54.1299,409.436,4.6185,3
-57.5099,413.452,4.9564,4
-42.32,252.402,3.06328,6
-55.1599,337.326,2.26112,5
-49.46,290.367,1.8169,8
-56.8801,371.433,3.26082,5
-62.4298,413.478,1.6721,6
-55.88,282.318,3.8526,2
-60.15,358.377,0.63882,5
-45.16,325.231,2.9989,3
